KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.38.tips.2,"Начинайте с небольших поворотов",=GOOGLETRANSLATE(B131;"ru";"pl"),=GOOGLETRANSLATE(B131;"ru";"sv"),=GOOGLETRANSLATE(B131;"ru";"cs"),=GOOGLETRANSLATE(B131;"ru";"sk"),=GOOGLETRANSLATE(B131;"ru";"fi"),=GOOGLETRANSLATE(B131;"ru";"it"),=GOOGLETRANSLATE(B131;"ru";"de"),=GOOGLETRANSLATE(B131;"ru";"fr")
exercises.items.38.tips.3,"Следите за техникой приземления",=GOOGLETRANSLATE(B132;"ru";"pl"),=GOOGLETRANSLATE(B132;"ru";"sv"),=GOOGLETRANSLATE(B132;"ru";"cs"),=GOOGLETRANSLATE(B132;"ru";"sk"),=GOOGLETRANSLATE(B132;"ru";"fi"),=GOOGLETRANSLATE(B132;"ru";"it"),=GOOGLETRANSLATE(B132;"ru";"de"),=GOOGLETRANSLATE(B132;"ru";"fr")

exercises.items.39.title,"Быстрые передачи мяча",=GOOGLETRANSLATE(B134;"ru";"pl"),=GOOGLETRANSLATE(B134;"ru";"sv"),=GOOGLETRANSLATE(B134;"ru";"cs"),=GOOGLETRANSLATE(B134;"ru";"sk"),=GOOGLETRANSLATE(B134;"ru";"fi"),=GOOGLETRANSLATE(B134;"ru";"it"),=GOOGLETRANSLATE(B134;"ru";"de"),=GOOGLETRANSLATE(B134;"ru";"fr")
exercises.items.39.instructions.0,"Встаньте лицом к стене на расстоянии 2-3 метра",=GOOGLETRANSLATE(B135;"ru";"pl"),=GOOGLETRANSLATE(B135;"ru";"sv"),=GOOGLETRANSLATE(B135;"ru";"cs"),=GOOGLETRANSLATE(B135;"ru";"sk"),=GOOGLETRANSLATE(B135;"ru";"fi"),=GOOGLETRANSLATE(B135;"ru";"it"),=GOOGLETRANSLATE(B135;"ru";"de"),=GOOGLETRANSLATE(B135;"ru";"fr")
exercises.items.39.instructions.1,"Быстро передавайте мяч в стену",=GOOGLETRANSLATE(B136;"ru";"pl"),=GOOGLETRANSLATE(B136;"ru";"sv"),=GOOGLETRANSLATE(B136;"ru";"cs"),=GOOGLETRANSLATE(B136;"ru";"sk"),=GOOGLETRANSLATE(B136;"ru";"fi"),=GOOGLETRANSLATE(B136;"ru";"it"),=GOOGLETRANSLATE(B136;"ru";"de"),=GOOGLETRANSLATE(B136;"ru";"fr")
exercises.items.39.instructions.2,"Ловите отскок и сразу передавайте обратно",=GOOGLETRANSLATE(B137;"ru";"pl"),=GOOGLETRANSLATE(B137;"ru";"sv"),=GOOGLETRANSLATE(B137;"ru";"cs"),=GOOGLETRANSLATE(B137;"ru";"sk"),=GOOGLETRANSLATE(B137;"ru";"fi"),=GOOGLETRANSLATE(B137;"ru";"it"),=GOOGLETRANSLATE(B137;"ru";"de"),=GOOGLETRANSLATE(B137;"ru";"fr")
exercises.items.39.instructions.3,"Работайте обеими руками",=GOOGLETRANSLATE(B138;"ru";"pl"),=GOOGLETRANSLATE(B138;"ru";"sv"),=GOOGLETRANSLATE(B138;"ru";"cs"),=GOOGLETRANSLATE(B138;"ru";"sk"),=GOOGLETRANSLATE(B138;"ru";"fi"),=GOOGLETRANSLATE(B138;"ru";"it"),=GOOGLETRANSLATE(B138;"ru";"de"),=GOOGLETRANSLATE(B138;"ru";"fr")
exercises.items.39.instructions.4,"Выполните 30-45 секунд",=GOOGLETRANSLATE(B139;"ru";"pl"),=GOOGLETRANSLATE(B139;"ru";"sv"),=GOOGLETRANSLATE(B139;"ru";"cs"),=GOOGLETRANSLATE(B139;"ru";"sk"),=GOOGLETRANSLATE(B139;"ru";"fi"),=GOOGLETRANSLATE(B139;"ru";"it"),=GOOGLETRANSLATE(B139;"ru";"de"),=GOOGLETRANSLATE(B139;"ru";"fr")
exercises.items.39.tips.0,"Используйте правильную технику передачи",=GOOGLETRANSLATE(B140;"ru";"pl"),=GOOGLETRANSLATE(B140;"ru";"sv"),=GOOGLETRANSLATE(B140;"ru";"cs"),=GOOGLETRANSLATE(B140;"ru";"sk"),=GOOGLETRANSLATE(B140;"ru";"fi"),=GOOGLETRANSLATE(B140;"ru";"it"),=GOOGLETRANSLATE(B140;"ru";"de"),=GOOGLETRANSLATE(B140;"ru";"fr")
exercises.items.39.tips.1,"Следите глазами за мячом",=GOOGLETRANSLATE(B141;"ru";"pl"),=GOOGLETRANSLATE(B141;"ru";"sv"),=GOOGLETRANSLATE(B141;"ru";"cs"),=GOOGLETRANSLATE(B141;"ru";"sk"),=GOOGLETRANSLATE(B141;"ru";"fi"),=GOOGLETRANSLATE(B141;"ru";"it"),=GOOGLETRANSLATE(B141;"ru";"de"),=GOOGLETRANSLATE(B141;"ru";"fr")
exercises.items.39.tips.2,"Работайте быстро, но точно",=GOOGLETRANSLATE(B142;"ru";"pl"),=GOOGLETRANSLATE(B142;"ru";"sv"),=GOOGLETRANSLATE(B142;"ru";"cs"),=GOOGLETRANSLATE(B142;"ru";"sk"),=GOOGLETRANSLATE(B142;"ru";"fi"),=GOOGLETRANSLATE(B142;"ru";"it"),=GOOGLETRANSLATE(B142;"ru";"de"),=GOOGLETRANSLATE(B142;"ru";"fr")
exercises.items.39.tips.3,"Держите руки расслабленными",=GOOGLETRANSLATE(B143;"ru";"pl"),=GOOGLETRANSLATE(B143;"ru";"sv"),=GOOGLETRANSLATE(B143;"ru";"cs"),=GOOGLETRANSLATE(B143;"ru";"sk"),=GOOGLETRANSLATE(B143;"ru";"fi"),=GOOGLETRANSLATE(B143;"ru";"it"),=GOOGLETRANSLATE(B143;"ru";"de"),=GOOGLETRANSLATE(B143;"ru";"fr")

exercises.items.40.title,"Бег спиной вперед",=GOOGLETRANSLATE(B145;"ru";"pl"),=GOOGLETRANSLATE(B145;"ru";"sv"),=GOOGLETRANSLATE(B145;"ru";"cs"),=GOOGLETRANSLATE(B145;"ru";"sk"),=GOOGLETRANSLATE(B145;"ru";"fi"),=GOOGLETRANSLATE(B145;"ru";"it"),=GOOGLETRANSLATE(B145;"ru";"de"),=GOOGLETRANSLATE(B145;"ru";"fr")
exercises.items.40.instructions.0,"Начните с медленного бега спиной вперед",=GOOGLETRANSLATE(B146;"ru";"pl"),=GOOGLETRANSLATE(B146;"ru";"sv"),=GOOGLETRANSLATE(B146;"ru";"cs"),=GOOGLETRANSLATE(B146;"ru";"sk"),=GOOGLETRANSLATE(B146;"ru";"fi"),=GOOGLETRANSLATE(B146;"ru";"it"),=GOOGLETRANSLATE(B146;"ru";"de"),=GOOGLETRANSLATE(B146;"ru";"fr")
exercises.items.40.instructions.1,"Часто оглядывайтесь через плечо",=GOOGLETRANSLATE(B147;"ru";"pl"),=GOOGLETRANSLATE(B147;"ru";"sv"),=GOOGLETRANSLATE(B147;"ru";"cs"),=GOOGLETRANSLATE(B147;"ru";"sk"),=GOOGLETRANSLATE(B147;"ru";"fi"),=GOOGLETRANSLATE(B147;"ru";"it"),=GOOGLETRANSLATE(B147;"ru";"de"),=GOOGLETRANSLATE(B147;"ru";"fr")
exercises.items.40.instructions.2,"Держите центр тяжести низко",=GOOGLETRANSLATE(B148;"ru";"pl"),=GOOGLETRANSLATE(B148;"ru";"sv"),=GOOGLETRANSLATE(B148;"ru";"cs"),=GOOGLETRANSLATE(B148;"ru";"sk"),=GOOGLETRANSLATE(B148;"ru";"fi"),=GOOGLETRANSLATE(B148;"ru";"it"),=GOOGLETRANSLATE(B148;"ru";"de"),=GOOGLETRANSLATE(B148;"ru";"fr")
exercises.items.40.instructions.3,"Работайте руками для баланса",=GOOGLETRANSLATE(B149;"ru";"pl"),=GOOGLETRANSLATE(B149;"ru";"sv"),=GOOGLETRANSLATE(B149;"ru";"cs"),=GOOGLETRANSLATE(B149;"ru";"sk"),=GOOGLETRANSLATE(B149;"ru";"fi"),=GOOGLETRANSLATE(B149;"ru";"it"),=GOOGLETRANSLATE(B149;"ru";"de"),=GOOGLETRANSLATE(B149;"ru";"fr")
exercises.items.40.instructions.4,"Выполните 20-30 метров",=GOOGLETRANSLATE(B150;"ru";"pl"),=GOOGLETRANSLATE(B150;"ru";"sv"),=GOOGLETRANSLATE(B150;"ru";"cs"),=GOOGLETRANSLATE(B150;"ru";"sk"),=GOOGLETRANSLATE(B150;"ru";"fi"),=GOOGLETRANSLATE(B150;"ru";"it"),=GOOGLETRANSLATE(B150;"ru";"de"),=GOOGLETRANSLATE(B150;"ru";"fr")
exercises.items.40.tips.0,"Начинайте очень медленно",=GOOGLETRANSLATE(B151;"ru";"pl"),=GOOGLETRANSLATE(B151;"ru";"sv"),=GOOGLETRANSLATE(B151;"ru";"cs"),=GOOGLETRANSLATE(B151;"ru";"sk"),=GOOGLETRANSLATE(B151;"ru";"fi"),=GOOGLETRANSLATE(B151;"ru";"it"),=GOOGLETRANSLATE(B151;"ru";"de"),=GOOGLETRANSLATE(B151;"ru";"fr")
exercises.items.40.tips.1,"Всегда проверяйте пространство за собой",=GOOGLETRANSLATE(B152;"ru";"pl"),=GOOGLETRANSLATE(B152;"ru";"sv"),=GOOGLETRANSLATE(B152;"ru";"cs"),=GOOGLETRANSLATE(B152;"ru";"sk"),=GOOGLETRANSLATE(B152;"ru";"fi"),=GOOGLETRANSLATE(B152;"ru";"it"),=GOOGLETRANSLATE(B152;"ru";"de"),=GOOGLETRANSLATE(B152;"ru";"fr")
exercises.items.40.tips.2,"Держите колени слегка согнутыми",=GOOGLETRANSLATE(B153;"ru";"pl"),=GOOGLETRANSLATE(B153;"ru";"sv"),=GOOGLETRANSLATE(B153;"ru";"cs"),=GOOGLETRANSLATE(B153;"ru";"sk"),=GOOGLETRANSLATE(B153;"ru";"fi"),=GOOGLETRANSLATE(B153;"ru";"it"),=GOOGLETRANSLATE(B153;"ru";"de"),=GOOGLETRANSLATE(B153;"ru";"fr")
exercises.items.40.tips.3,"Не торопитесь с увеличением скорости",=GOOGLETRANSLATE(B154;"ru";"pl"),=GOOGLETRANSLATE(B154;"ru";"sv"),=GOOGLETRANSLATE(B154;"ru";"cs"),=GOOGLETRANSLATE(B154;"ru";"sk"),=GOOGLETRANSLATE(B154;"ru";"fi"),=GOOGLETRANSLATE(B154;"ru";"it"),=GOOGLETRANSLATE(B154;"ru";"de"),=GOOGLETRANSLATE(B154;"ru";"fr")

exercises.items.41.title,"Приседания с весом",=GOOGLETRANSLATE(B156;"ru";"pl"),=GOOGLETRANSLATE(B156;"ru";"sv"),=GOOGLETRANSLATE(B156;"ru";"cs"),=GOOGLETRANSLATE(B156;"ru";"sk"),=GOOGLETRANSLATE(B156;"ru";"fi"),=GOOGLETRANSLATE(B156;"ru";"it"),=GOOGLETRANSLATE(B156;"ru";"de"),=GOOGLETRANSLATE(B156;"ru";"fr")
exercises.items.41.instructions.0,"Встаньте прямо, ноги на ширине плеч",=GOOGLETRANSLATE(B157;"ru";"pl"),=GOOGLETRANSLATE(B157;"ru";"sv"),=GOOGLETRANSLATE(B157;"ru";"cs"),=GOOGLETRANSLATE(B157;"ru";"sk"),=GOOGLETRANSLATE(B157;"ru";"fi"),=GOOGLETRANSLATE(B157;"ru";"it"),=GOOGLETRANSLATE(B157;"ru";"de"),=GOOGLETRANSLATE(B157;"ru";"fr")
exercises.items.41.instructions.1,"Возьмите гантели или штангу",=GOOGLETRANSLATE(B158;"ru";"pl"),=GOOGLETRANSLATE(B158;"ru";"sv"),=GOOGLETRANSLATE(B158;"ru";"cs"),=GOOGLETRANSLATE(B158;"ru";"sk"),=GOOGLETRANSLATE(B158;"ru";"fi"),=GOOGLETRANSLATE(B158;"ru";"it"),=GOOGLETRANSLATE(B158;"ru";"de"),=GOOGLETRANSLATE(B158;"ru";"fr")
exercises.items.41.instructions.2,"Приседайте до параллели с полом",=GOOGLETRANSLATE(B159;"ru";"pl"),=GOOGLETRANSLATE(B159;"ru";"sv"),=GOOGLETRANSLATE(B159;"ru";"cs"),=GOOGLETRANSLATE(B159;"ru";"sk"),=GOOGLETRANSLATE(B159;"ru";"fi"),=GOOGLETRANSLATE(B159;"ru";"it"),=GOOGLETRANSLATE(B159;"ru";"de"),=GOOGLETRANSLATE(B159;"ru";"fr")
exercises.items.41.instructions.3,"Вставайте, используя силу ног",=GOOGLETRANSLATE(B160;"ru";"pl"),=GOOGLETRANSLATE(B160;"ru";"sv"),=GOOGLETRANSLATE(B160;"ru";"cs"),=GOOGLETRANSLATE(B160;"ru";"sk"),=GOOGLETRANSLATE(B160;"ru";"fi"),=GOOGLETRANSLATE(B160;"ru";"it"),=GOOGLETRANSLATE(B160;"ru";"de"),=GOOGLETRANSLATE(B160;"ru";"fr")
exercises.items.41.instructions.4,"Выполните 3-4 подхода по 8-12 повторений",=GOOGLETRANSLATE(B161;"ru";"pl"),=GOOGLETRANSLATE(B161;"ru";"sv"),=GOOGLETRANSLATE(B161;"ru";"cs"),=GOOGLETRANSLATE(B161;"ru";"sk"),=GOOGLETRANSLATE(B161;"ru";"fi"),=GOOGLETRANSLATE(B161;"ru";"it"),=GOOGLETRANSLATE(B161;"ru";"de"),=GOOGLETRANSLATE(B161;"ru";"fr")
exercises.items.41.tips.0,"Держите спину прямой",=GOOGLETRANSLATE(B162;"ru";"pl"),=GOOGLETRANSLATE(B162;"ru";"sv"),=GOOGLETRANSLATE(B162;"ru";"cs"),=GOOGLETRANSLATE(B162;"ru";"sk"),=GOOGLETRANSLATE(B162;"ru";"fi"),=GOOGLETRANSLATE(B162;"ru";"it"),=GOOGLETRANSLATE(B162;"ru";"de"),=GOOGLETRANSLATE(B162;"ru";"fr")
exercises.items.41.tips.1,"Не округляйте поясницу",=GOOGLETRANSLATE(B163;"ru";"pl"),=GOOGLETRANSLATE(B163;"ru";"sv"),=GOOGLETRANSLATE(B163;"ru";"cs"),=GOOGLETRANSLATE(B163;"ru";"sk"),=GOOGLETRANSLATE(B163;"ru";"fi"),=GOOGLETRANSLATE(B163;"ru";"it"),=GOOGLETRANSLATE(B163;"ru";"de"),=GOOGLETRANSLATE(B163;"ru";"fr")
exercises.items.41.tips.2,"Колени не должны выходить за носки",=GOOGLETRANSLATE(B164;"ru";"pl"),=GOOGLETRANSLATE(B164;"ru";"sv"),=GOOGLETRANSLATE(B164;"ru";"cs"),=GOOGLETRANSLATE(B164;"ru";"sk"),=GOOGLETRANSLATE(B164;"ru";"fi"),=GOOGLETRANSLATE(B164;"ru";"it"),=GOOGLETRANSLATE(B164;"ru";"de"),=GOOGLETRANSLATE(B164;"ru";"fr")
exercises.items.41.tips.3,"Начинайте с легкого веса",=GOOGLETRANSLATE(B165;"ru";"pl"),=GOOGLETRANSLATE(B165;"ru";"sv"),=GOOGLETRANSLATE(B165;"ru";"cs"),=GOOGLETRANSLATE(B165;"ru";"sk"),=GOOGLETRANSLATE(B165;"ru";"fi"),=GOOGLETRANSLATE(B165;"ru";"it"),=GOOGLETRANSLATE(B165;"ru";"de"),=GOOGLETRANSLATE(B165;"ru";"fr")

exercises.items.42.title,"Становая тяга",=GOOGLETRANSLATE(B167;"ru";"pl"),=GOOGLETRANSLATE(B167;"ru";"sv"),=GOOGLETRANSLATE(B167;"ru";"cs"),=GOOGLETRANSLATE(B167;"ru";"sk"),=GOOGLETRANSLATE(B167;"ru";"fi"),=GOOGLETRANSLATE(B167;"ru";"it"),=GOOGLETRANSLATE(B167;"ru";"de"),=GOOGLETRANSLATE(B167;"ru";"fr")
exercises.items.42.instructions.0,"Встаньте прямо, ноги на ширине плеч",=GOOGLETRANSLATE(B168;"ru";"pl"),=GOOGLETRANSLATE(B168;"ru";"sv"),=GOOGLETRANSLATE(B168;"ru";"cs"),=GOOGLETRANSLATE(B168;"ru";"sk"),=GOOGLETRANSLATE(B168;"ru";"fi"),=GOOGLETRANSLATE(B168;"ru";"it"),=GOOGLETRANSLATE(B168;"ru";"de"),=GOOGLETRANSLATE(B168;"ru";"fr")
exercises.items.42.instructions.1,"Возьмите штангу с пола прямым хватом",=GOOGLETRANSLATE(B169;"ru";"pl"),=GOOGLETRANSLATE(B169;"ru";"sv"),=GOOGLETRANSLATE(B169;"ru";"cs"),=GOOGLETRANSLATE(B169;"ru";"sk"),=GOOGLETRANSLATE(B169;"ru";"fi"),=GOOGLETRANSLATE(B169;"ru";"it"),=GOOGLETRANSLATE(B169;"ru";"de"),=GOOGLETRANSLATE(B169;"ru";"fr")
exercises.items.42.instructions.2,"Согните ноги в коленях и отведите таз назад",=GOOGLETRANSLATE(B170;"ru";"pl"),=GOOGLETRANSLATE(B170;"ru";"sv"),=GOOGLETRANSLATE(B170;"ru";"cs"),=GOOGLETRANSLATE(B170;"ru";"sk"),=GOOGLETRANSLATE(B170;"ru";"fi"),=GOOGLETRANSLATE(B170;"ru";"it"),=GOOGLETRANSLATE(B170;"ru";"de"),=GOOGLETRANSLATE(B170;"ru";"fr")
exercises.items.42.instructions.3,"Поднимите штангу, разгибая ноги и спину",=GOOGLETRANSLATE(B171;"ru";"pl"),=GOOGLETRANSLATE(B171;"ru";"sv"),=GOOGLETRANSLATE(B171;"ru";"cs"),=GOOGLETRANSLATE(B171;"ru";"sk"),=GOOGLETRANSLATE(B171;"ru";"fi"),=GOOGLETRANSLATE(B171;"ru";"it"),=GOOGLETRANSLATE(B171;"ru";"de"),=GOOGLETRANSLATE(B171;"ru";"fr")
exercises.items.42.instructions.4,"Верните штангу на пол контролируемо",=GOOGLETRANSLATE(B172;"ru";"pl"),=GOOGLETRANSLATE(B172;"ru";"sv"),=GOOGLETRANSLATE(B172;"ru";"cs"),=GOOGLETRANSLATE(B172;"ru";"sk"),=GOOGLETRANSLATE(B172;"ru";"fi"),=GOOGLETRANSLATE(B172;"ru";"it"),=GOOGLETRANSLATE(B172;"ru";"de"),=GOOGLETRANSLATE(B172;"ru";"fr")
exercises.items.42.tips.0,"Держите спину прямой на протяжении всего движения",=GOOGLETRANSLATE(B173;"ru";"pl"),=GOOGLETRANSLATE(B173;"ru";"sv"),=GOOGLETRANSLATE(B173;"ru";"cs"),=GOOGLETRANSLATE(B173;"ru";"sk"),=GOOGLETRANSLATE(B173;"ru";"fi"),=GOOGLETRANSLATE(B173;"ru";"it"),=GOOGLETRANSLATE(B173;"ru";"de"),=GOOGLETRANSLATE(B173;"ru";"fr")
exercises.items.42.tips.1,"Не округляйте поясницу",=GOOGLETRANSLATE(B174;"ru";"pl"),=GOOGLETRANSLATE(B174;"ru";"sv"),=GOOGLETRANSLATE(B174;"ru";"cs"),=GOOGLETRANSLATE(B174;"ru";"sk"),=GOOGLETRANSLATE(B174;"ru";"fi"),=GOOGLETRANSLATE(B174;"ru";"it"),=GOOGLETRANSLATE(B174;"ru";"de"),=GOOGLETRANSLATE(B174;"ru";"fr")
exercises.items.42.tips.2,"Двигайте штангу близко к телу",=GOOGLETRANSLATE(B175;"ru";"pl"),=GOOGLETRANSLATE(B175;"ru";"sv"),=GOOGLETRANSLATE(B175;"ru";"cs"),=GOOGLETRANSLATE(B175;"ru";"sk"),=GOOGLETRANSLATE(B175;"ru";"fi"),=GOOGLETRANSLATE(B175;"ru";"it"),=GOOGLETRANSLATE(B175;"ru";"de"),=GOOGLETRANSLATE(B175;"ru";"fr")
exercises.items.42.tips.3,"Начинайте с легкого веса",=GOOGLETRANSLATE(B176;"ru";"pl"),=GOOGLETRANSLATE(B176;"ru";"sv"),=GOOGLETRANSLATE(B176;"ru";"cs"),=GOOGLETRANSLATE(B176;"ru";"sk"),=GOOGLETRANSLATE(B176;"ru";"fi"),=GOOGLETRANSLATE(B176;"ru";"it"),=GOOGLETRANSLATE(B176;"ru";"de"),=GOOGLETRANSLATE(B176;"ru";"fr")

exercises.items.43.title,"Жим лежа",=GOOGLETRANSLATE(B178;"ru";"pl"),=GOOGLETRANSLATE(B178;"ru";"sv"),=GOOGLETRANSLATE(B178;"ru";"cs"),=GOOGLETRANSLATE(B178;"ru";"sk"),=GOOGLETRANSLATE(B178;"ru";"fi"),=GOOGLETRANSLATE(B178;"ru";"it"),=GOOGLETRANSLATE(B178;"ru";"de"),=GOOGLETRANSLATE(B178;"ru";"fr")
exercises.items.43.instructions.0,"Лягте на скамью, ноги на полу",=GOOGLETRANSLATE(B179;"ru";"pl"),=GOOGLETRANSLATE(B179;"ru";"sv"),=GOOGLETRANSLATE(B179;"ru";"cs"),=GOOGLETRANSLATE(B179;"ru";"sk"),=GOOGLETRANSLATE(B179;"ru";"fi"),=GOOGLETRANSLATE(B179;"ru";"it"),=GOOGLETRANSLATE(B179;"ru";"de"),=GOOGLETRANSLATE(B179;"ru";"fr")
exercises.items.43.instructions.1,"Возьмите штангу широким хватом",=GOOGLETRANSLATE(B180;"ru";"pl"),=GOOGLETRANSLATE(B180;"ru";"sv"),=GOOGLETRANSLATE(B180;"ru";"cs"),=GOOGLETRANSLATE(B180;"ru";"sk"),=GOOGLETRANSLATE(B180;"ru";"fi"),=GOOGLETRANSLATE(B180;"ru";"it"),=GOOGLETRANSLATE(B180;"ru";"de"),=GOOGLETRANSLATE(B180;"ru";"fr")
exercises.items.43.instructions.2,"Опустите штангу к груди контролируемо",=GOOGLETRANSLATE(B181;"ru";"pl"),=GOOGLETRANSLATE(B181;"ru";"sv"),=GOOGLETRANSLATE(B181;"ru";"cs"),=GOOGLETRANSLATE(B181;"ru";"sk"),=GOOGLETRANSLATE(B181;"ru";"fi"),=GOOGLETRANSLATE(B181;"ru";"it"),=GOOGLETRANSLATE(B181;"ru";"de"),=GOOGLETRANSLATE(B181;"ru";"fr")
exercises.items.43.instructions.3,"Выжмите штангу вверх",=GOOGLETRANSLATE(B182;"ru";"pl"),=GOOGLETRANSLATE(B182;"ru";"sv"),=GOOGLETRANSLATE(B182;"ru";"cs"),=GOOGLETRANSLATE(B182;"ru";"sk"),=GOOGLETRANSLATE(B182;"ru";"fi"),=GOOGLETRANSLATE(B182;"ru";"it"),=GOOGLETRANSLATE(B182;"ru";"de"),=GOOGLETRANSLATE(B182;"ru";"fr")
exercises.items.43.instructions.4,"Выполните 3-4 подхода по 6-10 повторений",=GOOGLETRANSLATE(B183;"ru";"pl"),=GOOGLETRANSLATE(B183;"ru";"sv"),=GOOGLETRANSLATE(B183;"ru";"cs"),=GOOGLETRANSLATE(B183;"ru";"sk"),=GOOGLETRANSLATE(B183;"ru";"fi"),=GOOGLETRANSLATE(B183;"ru";"it"),=GOOGLETRANSLATE(B183;"ru";"de"),=GOOGLETRANSLATE(B183;"ru";"fr")
exercises.items.43.tips.0,"Держите лопатки сведенными",=GOOGLETRANSLATE(B184;"ru";"pl"),=GOOGLETRANSLATE(B184;"ru";"sv"),=GOOGLETRANSLATE(B184;"ru";"cs"),=GOOGLETRANSLATE(B184;"ru";"sk"),=GOOGLETRANSLATE(B184;"ru";"fi"),=GOOGLETRANSLATE(B184;"ru";"it"),=GOOGLETRANSLATE(B184;"ru";"de"),=GOOGLETRANSLATE(B184;"ru";"fr")
exercises.items.43.tips.1,"Не отрывайте ноги от пола",=GOOGLETRANSLATE(B185;"ru";"pl"),=GOOGLETRANSLATE(B185;"ru";"sv"),=GOOGLETRANSLATE(B185;"ru";"cs"),=GOOGLETRANSLATE(B185;"ru";"sk"),=GOOGLETRANSLATE(B185;"ru";"fi"),=GOOGLETRANSLATE(B185;"ru";"it"),=GOOGLETRANSLATE(B185;"ru";"de"),=GOOGLETRANSLATE(B185;"ru";"fr")
exercises.items.43.tips.2,"Дышите правильно: выдох на усилии",=GOOGLETRANSLATE(B186;"ru";"pl"),=GOOGLETRANSLATE(B186;"ru";"sv"),=GOOGLETRANSLATE(B186;"ru";"cs"),=GOOGLETRANSLATE(B186;"ru";"sk"),=GOOGLETRANSLATE(B186;"ru";"fi"),=GOOGLETRANSLATE(B186;"ru";"it"),=GOOGLETRANSLATE(B186;"ru";"de"),=GOOGLETRANSLATE(B186;"ru";"fr")
exercises.items.43.tips.3,"Используйте страховку",=GOOGLETRANSLATE(B187;"ru";"pl"),=GOOGLETRANSLATE(B187;"ru";"sv"),=GOOGLETRANSLATE(B187;"ru";"cs"),=GOOGLETRANSLATE(B187;"ru";"sk"),=GOOGLETRANSLATE(B187;"ru";"fi"),=GOOGLETRANSLATE(B187;"ru";"it"),=GOOGLETRANSLATE(B187;"ru";"de"),=GOOGLETRANSLATE(B187;"ru";"fr")

exercises.items.44.title,"Подтягивания",=GOOGLETRANSLATE(B189;"ru";"pl"),=GOOGLETRANSLATE(B189;"ru";"sv"),=GOOGLETRANSLATE(B189;"ru";"cs"),=GOOGLETRANSLATE(B189;"ru";"sk"),=GOOGLETRANSLATE(B189;"ru";"fi"),=GOOGLETRANSLATE(B189;"ru";"it"),=GOOGLETRANSLATE(B189;"ru";"de"),=GOOGLETRANSLATE(B189;"ru";"fr")
exercises.items.44.instructions.0,"Повисните на перекладине прямым хватом",=GOOGLETRANSLATE(B190;"ru";"pl"),=GOOGLETRANSLATE(B190;"ru";"sv"),=GOOGLETRANSLATE(B190;"ru";"cs"),=GOOGLETRANSLATE(B190;"ru";"sk"),=GOOGLETRANSLATE(B190;"ru";"fi"),=GOOGLETRANSLATE(B190;"ru";"it"),=GOOGLETRANSLATE(B190;"ru";"de"),=GOOGLETRANSLATE(B190;"ru";"fr")
exercises.items.44.instructions.1,"Подтянитесь, пока подбородок не окажется над перекладиной",=GOOGLETRANSLATE(B191;"ru";"pl"),=GOOGLETRANSLATE(B191;"ru";"sv"),=GOOGLETRANSLATE(B191;"ru";"cs"),=GOOGLETRANSLATE(B191;"ru";"sk"),=GOOGLETRANSLATE(B191;"ru";"fi"),=GOOGLETRANSLATE(B191;"ru";"it"),=GOOGLETRANSLATE(B191;"ru";"de"),=GOOGLETRANSLATE(B191;"ru";"fr")
exercises.items.44.instructions.2,"Опуститесь в исходное положение",=GOOGLETRANSLATE(B192;"ru";"pl"),=GOOGLETRANSLATE(B192;"ru";"sv"),=GOOGLETRANSLATE(B192;"ru";"cs"),=GOOGLETRANSLATE(B192;"ru";"sk"),=GOOGLETRANSLATE(B192;"ru";"fi"),=GOOGLETRANSLATE(B192;"ru";"it"),=GOOGLETRANSLATE(B192;"ru";"de"),=GOOGLETRANSLATE(B192;"ru";"fr")
exercises.items.44.instructions.3,"Держите корпус напряженным",=GOOGLETRANSLATE(B193;"ru";"pl"),=GOOGLETRANSLATE(B193;"ru";"sv"),=GOOGLETRANSLATE(B193;"ru";"cs"),=GOOGLETRANSLATE(B193;"ru";"sk"),=GOOGLETRANSLATE(B193;"ru";"fi"),=GOOGLETRANSLATE(B193;"ru";"it"),=GOOGLETRANSLATE(B193;"ru";"de"),=GOOGLETRANSLATE(B193;"ru";"fr")
exercises.items.44.instructions.4,"Выполните 3-4 подхода по максимальному количеству",=GOOGLETRANSLATE(B194;"ru";"pl"),=GOOGLETRANSLATE(B194;"ru";"sv"),=GOOGLETRANSLATE(B194;"ru";"cs"),=GOOGLETRANSLATE(B194;"ru";"sk"),=GOOGLETRANSLATE(B194;"ru";"fi"),=GOOGLETRANSLATE(B194;"ru";"it"),=GOOGLETRANSLATE(B194;"ru";"de"),=GOOGLETRANSLATE(B194;"ru";"fr")
exercises.items.44.tips.0,"Не раскачивайтесь",=GOOGLETRANSLATE(B195;"ru";"pl"),=GOOGLETRANSLATE(B195;"ru";"sv"),=GOOGLETRANSLATE(B195;"ru";"cs"),=GOOGLETRANSLATE(B195;"ru";"sk"),=GOOGLETRANSLATE(B195;"ru";"fi"),=GOOGLETRANSLATE(B195;"ru";"it"),=GOOGLETRANSLATE(B195;"ru";"de"),=GOOGLETRANSLATE(B195;"ru";"fr")
