KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.43.tips.0,Держите лопатки сведенными,Trzymaj łopatki ściągnięte,Håll skulderbladen ihopdragna,Udržujte lopatky přitažené k sobě,Lopatky majte pritiahnuté k sebe,Pidä lapaluita vedettynä yhteen,Tieni le scapole unite,Halten Sie Ihre Schulterblätter zusammengezogen,Gardez vos omoplates rapprochées
exercises.items.43.tips.1,Не отрывайте ноги от пола,Trzymaj stopy na podłodze,Håll fötterna på golvet,Udržujte nohy na podlaze,Udržujte nohy na podlahe,Pidä jalat lattialla,Tieni i piedi sul pavimento,Halten Sie Ihre Füße auf dem Boden,Gardez les pieds sur le sol
exercises.items.43.tips.2,Дышите правильно: выдох на усилии,Prawidłowe oddychanie: wydychaj z wysiłkiem,Andas rätt: andas ut med ansträngning,Dýchejte správně: s námahou vydechujte,Dýchajte správne: s námahou vydýchnite,Hengitä oikein: hengitä ponnistelemalla,Respirare correttamente: espirare con sforzo,Richtig atmen: Mit Anstrengung ausatmen,Respirez correctement : expirez avec effort
exercises.items.43.tips.3,Используйте страховку,Użyj ubezpieczenia,Använd försäkring,Použijte pojištění,Využite poistenie,Käytä vakuutusta,Utilizzare l'assicurazione,Nutzen Sie die Versicherung,Utiliser une assurance
,,,,,,,,,
exercises.items.44.title,Подтягивания,Podciąganie,Pull-ups,Přítahy,Príťahy,Vedot,Trazioni alla sbarra,Klimmzüge,Tractions
exercises.items.44.instructions.0,Повисните на перекладине прямым хватом,Zawieś się na drążku nachwytem,Häng på stången med ett överhandsgrepp,Zavěste se na hrazdu úchopem nadhmatem,Zaveste sa na tyč nadhmatom,Ripusta tangossa kädensijalla,Appendersi alla barra con una presa sopramano,Hängen Sie mit einem Oberhandgriff an der Stange,Accrochez-vous à la barre avec une prise en pronation
exercises.items.44.instructions.1,"Подтянитесь, пока подбородок не окажется над перекладиной","Podciągnij się, aż twoja broda znajdzie się nad drążkiem.",Dra dig upp tills hakan är ovanför stången.,"Vytáhněte se nahoru, dokud nebude vaše brada nad tyčí.","Vytiahnite sa nahor, až kým nebude vaša brada nad tyčou.","Vedä itsesi ylös, kunnes leukasi on tangon yläpuolella.",Tiratevi su finché il mento non si trova sopra la sbarra.,"Ziehen Sie sich hoch, bis Ihr Kinn über der Stange ist.",Tirez-vous vers le haut jusqu’à ce que votre menton soit au-dessus de la barre.
exercises.items.44.instructions.2,Опуститесь в исходное положение,Opuść się z powrotem do pozycji wyjściowej,Sänk dig tillbaka till startpositionen,Spusťte se zpět do výchozí polohy,Spustite sa späť do východiskovej polohy,Laske itsesi takaisin lähtöasentoon,Abbassati di nuovo nella posizione di partenza,Senken Sie sich zurück in die Ausgangsposition,Redescendez jusqu'à la position de départ
exercises.items.44.instructions.3,Держите корпус напряженным,Napnij mięśnie korpusu,Håll din kärna tät,Udržujte své jádro pevné,Udržujte svoje jadro pevne,Pidä ydin tiukkana,Mantieni il tuo core contratto,Halten Sie Ihren Rumpf angespannt,Gardez votre tronc serré
exercises.items.44.instructions.4,Выполните 3-4 подхода по максимальному количеству,Wykonaj 3-4 serie maksymalnej liczby powtórzeń,Utför 3-4 set med maximala reps,Proveďte 3-4 sady maximálních opakování,Vykonajte 3-4 sady maximálnych opakovaní,Tee 3-4 sarjaa maksimitoistoja,Eseguire 3-4 serie di ripetizioni massime,Führen Sie 3-4 Sätze mit maximalen Wiederholungen durch,Effectuez 3 à 4 séries de répétitions maximales
exercises.items.44.tips.0,Не раскачивайтесь,Nie huśtaj się,Sväng inte,Nehoupejte se,Nehojdajte sa,Älä keinu,Non oscillare,Nicht schwingen,Ne balance pas
exercises.items.44.tips.1,Подтягивайтесь плавно и контролируемо,Podciągaj się płynnie i w sposób kontrolowany,Dra upp smidigt och kontrollerat,Vytahujte plynule a kontrolovaně,Hladko a kontrolovane ťahajte nahor,Vedä ylös pehmeästi ja hallitusti,Tirare su in modo fluido e controllato,Ziehen Sie sanft und kontrolliert nach oben,Tirez doucement et de manière contrôlée
exercises.items.44.tips.2,Полностью выпрямляйте руки внизу,Wyprostuj całkowicie ramiona u dołu,Räta ut armarna helt i botten,Narovnejte ruce úplně dole,Úplne narovnajte ruky v spodnej časti,Suorista kädet kokonaan alhaalta,Raddrizza completamente le braccia in basso,Strecken Sie Ihre Arme unten vollständig,Redressez complètement vos bras en bas
exercises.items.44.tips.3,При необходимости используйте помощь,W razie potrzeby skorzystaj z pomocy,Använd hjälp vid behov,V případě potřeby použijte pomoc,V prípade potreby použite pomoc,Käytä tarvittaessa apua,Utilizzare assistenza se necessario,Nehmen Sie bei Bedarf Hilfe in Anspruch,Utilisez de l'aide si nécessaire
,,,,,,,,,
exercises.items.45.title,Отжимания на брусьях,Dipy na drążkach,Dips på stängerna,Dipy na mřížích,Dips na barlách,Dipit tankoissa,Dip sulle barre,Dips am Barren,Dips sur les barres
exercises.items.45.instructions.0,Встаньте между брусьями,Stań między kratami,Stå mellan stängerna,Postavte se mezi tyče,Postavte sa medzi tyče,Seiso tankojen välissä,Mettiti tra le sbarre,Stehen Sie zwischen den Gitterstäben,Tenez-vous entre les barreaux
exercises.items.45.instructions.1,Подпрыгните и зафиксируйтесь на брусьях,Podskocz i zablokuj się na drążkach,Hoppa upp och lås fast vid stängerna,Vyskočte a zamkněte na mříže,Vyskočte a zamknite sa na tyče,Hyppää ylös ja lukitse tangot,Salta e agganciati alle sbarre,Springen Sie hoch und haken Sie sich an den Stangen ein,Sautez et verrouillez les barres
exercises.items.45.instructions.2,"Опуститесь, сгибая руки в локтях","Opuść się, zginając łokcie.","Sänk dig ner, böj armbågarna.",Spusťte se dolů a ohněte lokty.,Spustite sa nadol a ohnite lakte.,"Laske itsesi alas, taivuta kyynärpääsi.",Abbassatevi piegando i gomiti.,Senken Sie sich ab und beugen Sie dabei die Ellbogen.,Abaissez-vous en pliant les coudes.
exercises.items.45.instructions.3,"Отожмитесь вверх, разгибая руки",Pompki z wyprostowanymi ramionami,"Tryck upp, räta ut armarna",Zatlačte nahoru a narovnejte ruce,"Zatlačte nahor, narovnajte ruky","Työnnä ylös, suorista käsiäsi","Spingi verso l'alto, raddrizzando le braccia",Drücken Sie sich nach oben und strecken Sie Ihre Arme,Poussez vers le haut en tendant les bras
exercises.items.45.instructions.4,Выполните 3-4 подхода по 5-15 повторений,Wykonaj 3-4 serie po 5-15 powtórzeń,Utför 3-4 set med 5-15 reps,Proveďte 3-4 sady po 5-15 opakováních,Vykonajte 3-4 sady po 5-15 opakovaní,Suorita 3-4 sarjaa 5-15 toistoa,Eseguire 3-4 serie da 5-15 ripetizioni,Führen Sie 3-4 Sätze mit 5-15 Wiederholungen durch,Effectuez 3 à 4 séries de 5 à 15 répétitions
exercises.items.45.tips.0,Держите корпус прямым,Trzymaj ciało prosto,Håll din kropp rak,Udržujte své tělo rovně,Telo držte rovno,Pidä vartalosi suorana,Mantieni il tuo corpo dritto,Halten Sie Ihren Körper gerade,Gardez votre corps droit
exercises.items.45.tips.1,Не раскачивайтесь,Nie huśtaj się,Sväng inte,Nehoupejte se,Nehojdajte sa,Älä keinu,Non oscillare,Nicht schwingen,Ne balance pas
exercises.items.45.tips.2,Опускайтесь до комфортной глубины,Zejdź na wygodną głębokość,Gå ner till ett bekvämt djup,Sestup do pohodlné hloubky,Zostúpte do pohodlnej hĺbky,Laskeudu mukavaan syvyyteen,Scendere a una profondità confortevole,Abstieg auf eine angenehme Tiefe,Descendre à une profondeur confortable
exercises.items.45.tips.3,При необходимости используйте помощь ног,"Jeśli to konieczne, użyj nóg.",Använd dina ben om det behövs.,V případě potřeby použijte nohy.,V prípade potreby použite nohy.,Käytä tarvittaessa jalkojasi.,"Se necessario, usa le gambe.",Benutzen Sie bei Bedarf Ihre Beine.,Utilisez vos jambes si nécessaire.
,,,,,,,,,
exercises.items.46.title,Стойка на одной ноге,Stanie na jednej nodze,Enbensstativ,Stojan na jedné noze,Stojan na jednu nohu,Yksijalkainen teline,Posizione su una gamba,Einbeinstand,Support sur une jambe
exercises.items.46.instructions.0,Встаньте на одну ногу,Stań na jednej nodze,Stå på ett ben,Postavte se na jednu nohu,Postavte sa na jednu nohu,Seiso yhdellä jalalla,Stare su una gamba,Auf einem Bein stehen,Tenez-vous sur une jambe
exercises.items.46.instructions.1,Поднимите другую ногу перед собой,Podnieś drugą nogę przed siebie,Höj ditt andra ben framför dig,Zvedněte druhou nohu před sebe,Zdvihnite druhú nohu pred seba,Nosta toinen jalka eteesi,Solleva l'altra gamba davanti a te,Heben Sie Ihr anderes Bein vor sich an,Levez votre autre jambe devant vous
exercises.items.46.instructions.2,Держите равновесие как можно дольше,"Utrzymuj równowagę tak długo, jak to możliwe",Behåll din balans så länge som möjligt,Udržujte rovnováhu co nejdéle,Udržujte rovnováhu čo najdlhšie,Säilytä tasapainosi niin kauan kuin mahdollista,Mantieni l'equilibrio il più a lungo possibile,Halten Sie Ihr Gleichgewicht so lange wie möglich,Maintenez votre équilibre le plus longtemps possible
exercises.items.46.instructions.3,Работайте руками для баланса,Użyj ramion do utrzymania równowagi,Använd armarna för balans,Pro rovnováhu použijte paže,Použite ruky na rovnováhu,Käytä käsiäsi tasapainoon,Usa le braccia per mantenere l'equilibrio,Verwenden Sie Ihre Arme zum Balancieren,Utilisez vos bras pour garder l'équilibre
exercises.items.46.instructions.4,Поменяйте ноги и повторите,Zmień nogi i powtórz,Byt ben och upprepa,Vyměňte nohy a opakujte,Vymeňte nohy a opakujte,Vaihda jalkaa ja toista,Cambia gamba e ripeti,Wechseln Sie die Beine und wiederholen Sie den Vorgang,Changez de jambe et répétez
exercises.items.46.tips.0,"Смотрите вперед, не вниз","Patrz do przodu, nie w dół","Se framåt, inte ner","Dívejte se dopředu, ne dolů","Pozerajte sa dopredu, nie dole","Katso eteenpäin, älä alas","Guarda avanti, non giù","Schau nach vorne, nicht nach unten","Regardez vers l'avant, pas vers le bas"
exercises.items.46.tips.1,Держите корпус напряженным,Napnij mięśnie korpusu,Håll din kärna tät,Udržujte své jádro pevné,Udržujte svoje jadro pevne,Pidä ydin tiukkana,Mantieni il tuo core contratto,Halten Sie Ihren Rumpf angespannt,Gardez votre tronc serré
exercises.items.46.tips.2,Начинайте с коротких подходов,Zacznij od krótkich serii,Börja med korta set,Začněte s krátkými sadami,Začnite s krátkymi sériami,Aloita lyhyillä sarjoilla,Inizia con serie brevi,Beginnen Sie mit kurzen Sätzen,Commencez par des séries courtes
exercises.items.46.tips.3,Постепенно увеличивайте время,Stopniowo wydłużaj czas,Öka tiden gradvis,Postupně prodlužujte čas,Postupne zvyšujte čas,Lisää aikaa vähitellen,Aumentare gradualmente il tempo,Erhöhen Sie die Zeit schrittweise,Augmenter le temps progressivement
,,,,,,,,,
exercises.items.47.title,Планка на одной ноге,Deska na jednej nodze,Enbens planka,Prkno s jednou nohou,Doska s jednou nohou,Yksijalkainen lankku,Plank su una gamba,Einbeinige Planke,Planche sur une jambe
exercises.items.47.instructions.0,Примите положение планки,Przyjmij pozycję deski,Kom in i en plankposition,Dostaňte se do pozice prkna,Dostaňte sa do pozície planku,Asetu lankkuasentoon,Mettiti in posizione di plank,Gehen Sie in die Plank-Position,Mettez-vous en position de planche
exercises.items.47.instructions.1,Поднимите одну ногу вверх,Podnieś jedną nogę,Lyft upp ett ben,Zvedněte jednu nohu nahoru,Zdvihnite jednu nohu,Nosta toinen jalka ylös,Sollevare una gamba,Heben Sie ein Bein hoch,Lever une jambe
exercises.items.47.instructions.2,Держите ногу прямой,Trzymaj nogę prosto,Håll benet rakt,Udržujte nohu rovně,Udržujte nohu rovno,Pidä jalkasi suorana,Tieni la gamba dritta,Halten Sie Ihr Bein gerade,Gardez votre jambe droite
exercises.items.47.instructions.3,Удерживайте позицию 30-60 секунд,Utrzymaj pozycję przez 30-60 sekund,Håll positionen i 30-60 sekunder,Držte pozici po dobu 30-60 sekund,Držte pozíciu 30-60 sekúnd,Pidä asento 30-60 sekuntia,Mantenere la posizione per 30-60 secondi,Halten Sie die Position für 30-60 Sekunden,Maintenez la position pendant 30 à 60 secondes
exercises.items.47.instructions.4,Поменяйте ноги и повторите,Zmień nogi i powtórz,Byt ben och upprepa,Vyměňte nohy a opakujte,Vymeňte nohy a opakujte,Vaihda jalkaa ja toista,Cambia gamba e ripeti,Wechseln Sie die Beine und wiederholen Sie den Vorgang,Changez de jambe et répétez
exercises.items.47.tips.0,Держите корпус прямым,Trzymaj ciało prosto,Håll din kropp rak,Udržujte své tělo rovně,Telo držte rovno,Pidä vartalosi suorana,Mantieni il tuo corpo dritto,Halten Sie Ihren Körper gerade,Gardez votre corps droit
exercises.items.47.tips.1,Не раскачивайтесь из стороны в сторону,Nie kołysz się na boki,Gunga inte från sida till sida,Nehoupejte se ze strany na stranu,Nekývajte sa zo strany na stranu,Älä heiluta puolelta toiselle,Non dondolarti da un lato all'altro,Nicht von einer Seite zur anderen schaukeln,Ne vous balancez pas d'un côté à l'autre
exercises.items.47.tips.2,Дышите равномерно,Oddychaj równomiernie,Andas jämnt,Dýchejte rovnoměrně,Dýchajte rovnomerne,Hengitä tasaisesti,Respirare in modo uniforme,Atme gleichmäßig,Respirez régulièrement
exercises.items.47.tips.3,Начинайте с коротких подходов,Zacznij od krótkich serii,Börja med korta set,Začněte s krátkými sadami,Začnite s krátkymi sériami,Aloita lyhyillä sarjoilla,Inizia con serie brevi,Beginnen Sie mit kurzen Sätzen,Commencez par des séries courtes
,,,,,,,,,
exercises.items.48.title,Приседания на одной ноге,Przysiady na jednej nodze,Enbens knäböj,Dřepy na jedné noze,Drepy na jednej nohe,Yksijalkaiset kyykkyt,Squat su una gamba,Einbeinige Kniebeugen,Squats sur une jambe
exercises.items.48.instructions.0,Встаньте на одну ногу,Stań na jednej nodze,Stå på ett ben,Postavte se na jednu nohu,Postavte sa na jednu nohu,Seiso yhdellä jalalla,Stare su una gamba,Auf einem Bein stehen,Tenez-vous sur une jambe
exercises.items.48.instructions.1,Другую ногу вытяните вперед,Wyciągnij drugą nogę do przodu,Förläng ditt andra ben framåt,Natáhněte druhou nohu dopředu,Natiahnite druhú nohu dopredu,Ojenna toinen jalkasi eteenpäin,Estendi l'altra gamba in avanti,Strecken Sie Ihr anderes Bein nach vorne,Étendez votre autre jambe vers l'avant
exercises.items.48.instructions.2,Приседайте на опорной ноге,Przysiad na nodze podporowej,Knäböj på stödbenet,Dřep na opěrné noze,Drepujte na opornej nohe,Kyykky tukijalassa,Accovacciarsi sulla gamba di appoggio,Kniebeuge auf dem Standbein,Squat sur la jambe d'appui
exercises.items.48.instructions.3,Вернитесь в исходное положение,Powrót do pozycji wyjściowej,Återgå till startpositionen,Vraťte se do výchozí pozice,Vráťte sa do východiskovej polohy,Palaa alkuasentoon,Ritornare alla posizione di partenza,Zurück in die Ausgangsposition,Retour à la position de départ
exercises.items.48.instructions.4,Выполните 3-4 подхода по 5-10 повторений на каждую ногу,Wykonaj 3-4 serie po 5-10 powtórzeń na każdą nogę.,Utför 3-4 set med 5-10 reps på varje ben.,Proveďte 3-4 sady po 5-10 opakováních na každou nohu.,Vykonajte 3-4 sady po 5-10 opakovaní na každú nohu.,Tee 3-4 sarjaa 5-10 toistoa kummallakin jalalla.,Eseguire 3-4 serie da 5-10 ripetizioni per gamba.,Führen Sie 3–4 Sätze mit 5–10 Wiederholungen pro Bein durch.,Effectuez 3 à 4 séries de 5 à 10 répétitions sur chaque jambe.
exercises.items.48.tips.0,Держите спину прямой,Trzymaj plecy prosto,Håll ryggen rak,Udržujte záda rovná,Chrbát držte rovno,Pidä selkäsi suorana,Tieni la schiena dritta,Halten Sie Ihren Rücken gerade,Gardez le dos droit
exercises.items.48.tips.1,Не касайтесь пола второй ногой,Nie dotykaj podłogi drugą stopą.,Rör inte golvet med din andra fot.,Nedotýkejte se podlahy druhou nohou.,Nedotýkajte sa podlahy druhou nohou.,Älä koske lattiaan toisella jalallasi.,Non toccare il pavimento con l'altro piede.,Berühren Sie mit dem anderen Fuß nicht den Boden.,Ne touchez pas le sol avec votre autre pied.
exercises.items.48.tips.2,Работайте руками для баланса,Użyj ramion do utrzymania równowagi,Använd armarna för balans,Pro rovnováhu použijte paže,Použite ruky na rovnováhu,Käytä käsiäsi tasapainoon,Usa le braccia per mantenere l'equilibrio,Verwenden Sie Ihre Arme zum Balancieren,Utilisez vos bras pour garder l'équilibre
exercises.items.48.tips.3,Начинайте с небольшой амплитуды,Zacznij od małej amplitudy,Börja med en liten amplitud,Začněte s malou amplitudou,Začnite s malou amplitúdou,Aloita pienellä amplitudilla,Inizia con una piccola ampiezza,Beginnen Sie mit einer kleinen Amplitude,Commencez avec une petite amplitude
,,,,,,,,,
exercises.items.49.title,Босу-мяч упражнения,Ćwiczenia z piłką bosu,Bosu bollövningar,Cvičení s bosu míčem,Cvičenie s bosu loptou,Bosu pallo harjoitukset,Esercizi con la palla Bosu,Bosu-Ball-Übungen,Exercices avec ballon Bosu
exercises.items.49.instructions.0,Встаньте на полусферу босу-мяч,Stań na półkuli piłki Bosu,Stå på halvklotet av Bosu-bollen,Postavte se na polokouli míče Bosu,Postavte sa na hemisféru lopty Bosu,Seiso Bosu-pallon pallonpuoliskolla,Posizionarsi sull'emisfero della palla Bosu,Stellen Sie sich auf die Halbkugel des Bosu-Balls,Tenez-vous sur l'hémisphère du ballon Bosu
exercises.items.49.instructions.1,Держите равновесие,Utrzymaj równowagę,Håll balansen,Udržujte rovnováhu,Udržujte rovnováhu,Pidä tasapainosi,Mantieni l'equilibrio,Halten Sie Ihr Gleichgewicht,Gardez votre équilibre
exercises.items.49.instructions.2,Выполняйте приседания,Rób przysiady,Gör knäböj,Dělejte dřepy,Robte drepy,Tee kyykkyjä,Fai squat,Mache Kniebeugen,Faire des squats
exercises.items.49.instructions.3,Делайте повороты корпуса,Wykonuj skręty ciała,Gör kroppsvridningar,Dělejte kroucení těla,Robte krútenie tela,Tee kehon käänteitä,Esegui torsioni del corpo,Machen Sie Körperdrehungen,Faire des torsions du corps
exercises.items.49.instructions.4,Выполните 3-4 подхода по 10-15 повторений,Wykonaj 3-4 serie po 10-15 powtórzeń,Utför 3-4 set med 10-15 reps,Proveďte 3-4 sady po 10-15 opakováních,Vykonajte 3-4 sady po 10-15 opakovaní,Suorita 3-4 sarjaa 10-15 toistoa,Eseguire 3-4 serie da 10-15 ripetizioni,Führen Sie 3-4 Sätze mit 10-15 Wiederholungen durch,Effectuez 3 à 4 séries de 10 à 15 répétitions
exercises.items.49.tips.0,Начинайте с простых упражнений,Zacznij od prostych ćwiczeń,Börja med enkla övningar,Začněte jednoduchými cviky,Začnite s jednoduchými cvičeniami,Aloita yksinkertaisilla harjoituksilla,Inizia con esercizi semplici,Beginnen Sie mit einfachen Übungen,Commencez par des exercices simples
exercises.items.49.tips.1,Следите за техникой,Uważaj na swoją technikę,Titta på din teknik,Pozor na techniku,Sledujte svoju techniku,Varo tekniikkaasi,Fai attenzione alla tua tecnica,Achte auf deine Technik,Surveillez votre technique
exercises.items.49.tips.2,Не торопитесь,Nie spiesz się,Ta dig tid,Nespěchejte,Neponáhľaj sa,Ota aikaa,Prenditi il ​​​​tuo tempo,Nehmen Sie sich Zeit,Prenez votre temps
exercises.items.49.tips.3,Используйте помощь для поддержки,"Użyj pomocy, aby uzyskać wsparcie",Använd hjälp för stöd,Pro podporu použijte nápovědu,Použite pomoc na podporu,Käytä apua tueksi,Utilizzare l'aiuto per il supporto,Nutzen Sie die Hilfe zur Unterstützung,Utiliser l'aide pour obtenir de l'aide
,,,,,,,,,
exercises.items.50.title,Йога-баланс,Joga Równowaga,Yoga Balans,Jóga rovnováha,Joga Balance,Jooga tasapaino,Equilibrio Yoga,Yoga Balance,Yoga Équilibre
exercises.items.50.instructions.0,"Встаньте прямо, ноги вместе","Stań prosto, ze złączonymi stopami.",Stå upprätt med fötterna ihop.,Postavte se rovně s nohama u sebe.,Postavte sa rovno s nohami pri sebe.,Seiso suorassa jalat yhdessä.,Mettiti in piedi con i piedi uniti.,Stehen Sie aufrecht und stellen Sie die Füße zusammen.,"Tenez-vous droit, les pieds joints."
exercises.items.50.instructions.1,Поднимите одну ногу и поставьте на бедро другой,Podnieś jedną nogę i połóż ją na udzie drugiej nogi.,Lyft upp ett ben och placera det på det andras lår.,Zvedněte jednu nohu a položte ji na stehno druhé.,Zdvihnite jednu nohu a položte ju na stehno druhej.,Nosta toinen jalka ja aseta se toisen reisille.,Sollevare una gamba e posizionarla sulla coscia dell'altra.,Heben Sie ein Bein an und legen Sie es auf den Oberschenkel des anderen.,Soulevez une jambe et placez-la sur la cuisse de l’autre.
exercises.items.50.instructions.2,Сложите руки перед грудью,Połóż ręce przed klatką piersiową,Placera händerna framför bröstet,Položte ruce před hrudník,Položte ruky pred hrudník,Aseta kätesi rintasi eteen,Metti le mani davanti al petto,Legen Sie Ihre Hände vor Ihre Brust,Placez vos mains devant votre poitrine
exercises.items.50.instructions.3,Держите равновесие,Utrzymaj równowagę,Håll balansen,Udržujte rovnováhu,Udržujte rovnováhu,Pidä tasapainosi,Mantieni l'equilibrio,Halten Sie Ihr Gleichgewicht,Gardez votre équilibre
exercises.items.50.instructions.4,Выполните для обеих ног по 30-60 секунд,Wykonuj na obie nogi przez 30–60 sekund,Utför båda benen i 30-60 sekunder,Proveďte pro obě nohy po dobu 30-60 sekund,Vykonajte pre obe nohy po dobu 30-60 sekúnd,Suorita molemmille jaloille 30-60 sekuntia,Eseguire per entrambe le gambe per 30-60 secondi,Führen Sie die Übung für beide Beine 30–60 Sekunden lang durch,Effectuez l'exercice pour les deux jambes pendant 30 à 60 secondes.
exercises.items.50.tips.0,Смотрите вперед в одну точку,Spójrz w jedną stronę,Titta framåt vid ett tillfälle,Podívejte se dopředu v jednom bodě,Pozrite sa dopredu v jednom bode,Katso eteenpäin yhdessä vaiheessa,Guarda avanti a un punto,Schauen Sie an einem Punkt nach vorne,Regarder devant soi à un moment donné
exercises.items.50.tips.1,Дышите глубоко и равномерно,Oddychaj głęboko i równomiernie,Andas djupt och jämnt,Dýchejte zhluboka a rovnoměrně,Dýchajte zhlboka a rovnomerne,Hengitä syvään ja tasaisesti,Respira profondamente e in modo uniforme,Atme tief und gleichmäßig,Respirez profondément et régulièrement
exercises.items.50.tips.2,Не торопитесь,Nie spiesz się,Ta dig tid,Nespěchejte,Neponáhľaj sa,Ota aikaa,Prenditi il ​​​​tuo tempo,Nehmen Sie sich Zeit,Prenez votre temps
exercises.items.50.tips.3,При потере баланса начните заново,"Jeśli stracisz równowagę, zacznij od nowa.","Om du tappar balansen, börja om.","Pokud ztratíte rovnováhu, začněte znovu.","Ak stratíte rovnováhu, začnite odznova.","Jos menetät tasapainon, aloita alusta.","Se perdi l'equilibrio, ricomincia da capo.","Wenn Sie das Gleichgewicht verlieren, beginnen Sie von vorne.","Si vous perdez l’équilibre, recommencez."
,,,,,,,,,
exercises.items.51.title,Ходьба по бревну,Chodzenie po kłodzie,Går på en stock,Chůze po kládě,Chôdza po polene,Kävely puun päällä,Camminare su un tronco,Auf einem Baumstamm laufen,Marcher sur une bûche
exercises.items.51.instructions.0,Найдите устойчивое бревно или доску,Znajdź stabilny kloc lub deskę,Hitta en stabil stock eller bräda,Najděte stabilní kládu nebo desku,Nájdite stabilný denník alebo dosku,Etsi vakaa tukki tai lauta,Trova un tronco o una tavola stabile,Suchen Sie einen stabilen Baumstamm oder ein Brett,Trouver une bûche ou une planche stable
exercises.items.51.instructions.1,Встаньте на бревно,Stań na kłodzie,Stå på stocken,Postavte se na kládu,Postavte sa na poleno,Seiso puun päällä,Stare sul tronco,Stehen Sie auf dem Baumstamm,Tenez-vous debout sur la bûche
exercises.items.51.instructions.2,Идите медленно вперед,Idź powoli do przodu,Gå långsamt framåt,Jděte pomalu vpřed,Choďte pomaly dopredu,Kävele hitaasti eteenpäin,Camminare lentamente in avanti,Gehen Sie langsam vorwärts,Avancez lentement
exercises.items.51.instructions.3,Держите равновесие,Utrzymaj równowagę,Håll balansen,Udržujte rovnováhu,Udržujte rovnováhu,Pidä tasapainosi,Mantieni l'equilibrio,Halten Sie Ihr Gleichgewicht,Gardez votre équilibre
exercises.items.51.instructions.4,Выполните несколько проходов,Wykonaj kilka przejść,Utför flera pass,Proveďte několik průchodů,Vykonajte niekoľko prechodov,Suorita useita kulkuja,Eseguire più passaggi,Führen Sie mehrere Durchgänge durch,Effectuer plusieurs passes
exercises.items.51.tips.0,Начинайте с широкого бревна,Zacznij od szerokiego kloca,Börja med en bred stock,Začněte širokým polenem,Začnite so širokým polenom,Aloita leveästä puusta,Inizia con un registro largo,Beginnen Sie mit einem breiten Stamm,Commencez avec une bûche large
exercises.items.51.tips.1,"Смотрите вперед, а не вниз","Patrz do przodu, nie w dół","Se framåt, inte ner","Dívejte se dopředu, ne dolů","Pozerajte sa dopredu, nie dole","Katso eteenpäin, älä alas","Guarda avanti, non giù","Schau nach vorne, nicht nach unten","Regardez vers l'avant, pas vers le bas"
exercises.items.51.tips.2,Работайте руками для баланса,Użyj ramion do utrzymania równowagi,Använd armarna för balans,Pro rovnováhu použijte paže,Použite ruky na rovnováhu,Käytä käsiäsi tasapainoon,Usa le braccia per mantenere l'equilibrio,Verwenden Sie Ihre Arme zum Balancieren,Utilisez vos bras pour garder l'équilibre
exercises.items.51.tips.3,Не торопитесь,Nie spiesz się,Ta dig tid,Nespěchejte,Neponáhľaj sa,Ota aikaa,Prenditi il ​​​​tuo tempo,Nehmen Sie sich Zeit,Prenez votre temps
,,,,,,,,,
exercises.items.52.title,Стойка на руках у стены,Stanie na rękach przy ścianie,Handstående mot väggen,Stojka proti zdi,Stojka proti stene,Käsiseisonta seinää vasten,Verticale contro il muro,Handstand gegen die Wand,Le poirier contre le mur
exercises.items.52.instructions.0,Встаньте лицом к стене,Stań twarzą do ściany,Stå vänd mot väggen,Postavte se čelem ke zdi,Postavte sa čelom k stene,Seiso seinää päin,Mettiti di fronte al muro,Stellen Sie sich mit dem Gesicht zur Wand,Tenez-vous face au mur
exercises.items.52.instructions.1,Поставьте руки на пол на расстоянии 30 см от стены,Połóż dłonie na podłodze w odległości 30 cm od ściany.,Placera händerna på golvet 30 cm från väggen,Položte ruce na podlahu 30 cm od stěny,Položte ruky na podlahu 30 cm od steny,Aseta kätesi lattialle 30 cm seinästä,Posiziona le mani sul pavimento a 30 cm dal muro,Legen Sie Ihre Hände 30 cm von der Wand entfernt auf den Boden,Placez vos mains sur le sol à 30 cm du mur
exercises.items.52.instructions.2,Поднимите ноги вверх по стене,"Podnieś nogi do góry, na ścianę",Lyft upp benen mot väggen,Zvedněte nohy po zdi,Zdvihnite nohy po stene,Nosta jalkasi seinää vasten,Alza le gambe sul muro,Hebe deine Beine an die Wand,Levez vos jambes contre le mur
exercises.items.52.instructions.3,Держите стойку на руках,Trzymaj pozycję stania na rękach,Håll ett handstående,Držte stojku,Držte stojku,Pidä käsilläseisontaa,Mantenere la verticale,Halten Sie einen Handstand,Tenir le poirier
exercises.items.52.instructions.4,Опустите ноги контролируемо,Opuszczaj nogi w sposób kontrolowany,Sänk benen på ett kontrollerat sätt,Kontrolovaně spusťte nohy dolů,Kontrolovane spustite nohy,Laske jalat hallitusti,Abbassare le gambe in modo controllato,Senken Sie Ihre Beine kontrolliert ab,Abaissez vos jambes de manière contrôlée
exercises.items.52.tips.0,Начинайте с коротких подходов,Zacznij od krótkich serii,Börja med korta set,Začněte s krátkými sadami,Začnite s krátkymi sériami,Aloita lyhyillä sarjoilla,Inizia con serie brevi,Beginnen Sie mit kurzen Sätzen,Commencez par des séries courtes
