KEY,RUSSIAN,Polski,Svenska,Čeština,Slovenčina,Suomi,Italiano,Deutsch,Français
exercises.items.42.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.42.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.42.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.42.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.42.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.42.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.42.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.42.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.42.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.42.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.42.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.42.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.43.title,Жим лежа,,,,,,,,
exercises.items.43.description,Жим штанги от груди лежа на скамье. 4 подхода по 8-12 повторений.,,,,,,,,
exercises.items.43.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.43.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.43.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.43.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.43.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.43.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.43.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.43.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.43.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.43.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.43.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.43.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.44.title,Подтягивания,,,,,,,,
exercises.items.44.description,Подтягивания на перекладине до касания подбородком. 3 подхода по 8-12 повторений.,,,,,,,,
exercises.items.44.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.44.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.44.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.44.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.44.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.44.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.44.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.44.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.44.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.44.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.44.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.44.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.45.title,Отжимания на брусьях,,,,,,,,
exercises.items.45.description,Отжимания на параллельных брусьях с опусканием до угла 90 градусов. 3 подхода по 10-15 повторений.,,,,,,,,
exercises.items.45.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.45.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.45.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.45.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.45.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.45.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.45.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.45.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.45.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.45.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.45.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.45.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.46.title,Стойка на одной ноге,,,,,,,,
exercises.items.46.description,Удержание равновесия на одной ноге с закрытыми глазами. 3 подхода по 30 секунд на каждую ногу.,,,,,,,,
exercises.items.46.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.46.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.46.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.46.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.46.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.46.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.46.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.46.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.46.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.46.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.46.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.46.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.47.title,Планка на одной ноге,,,,,,,,
exercises.items.47.description,Удержание планки с подъемом одной ноги. 3 подхода по 30 секунд на каждую ногу.,,,,,,,,
exercises.items.47.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.47.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.47.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.47.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.47.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.47.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.47.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.47.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.47.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.47.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.47.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.47.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.48.title,Приседания на одной ноге,,,,,,,,
exercises.items.48.description,Приседания на одной ноге с вытянутой вперед другой ногой. 3 подхода по 8-10 повторений на каждую ногу.,,,,,,,,
exercises.items.48.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.48.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.48.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.48.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.48.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.48.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.48.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.48.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.48.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.48.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.48.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.48.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.49.title,Босу-мяч упражнения,,,,,,,,
exercises.items.49.description,Упражнения на нестабильной поверхности для развития баланса. 15-20 минут различных движений.,,,,,,,,
exercises.items.49.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.49.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.49.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.49.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.49.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.49.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.49.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.49.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.49.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.49.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.49.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.49.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.50.title,Йога-баланс,,,,,,,,
exercises.items.50.description,"Поза дерева, поза воина III, поза орла для развития баланса. Удержание каждой позы 30-60 секунд.",,,,,,,,
exercises.items.50.benefits[0],Развивает координацию движений,,,,,,,,
exercises.items.50.benefits[1],Улучшает баланс и равновесие,,,,,,,,
exercises.items.50.benefits[2],Повышает ловкость,,,,,,,,
exercises.items.50.benefits[3],Развивает нейромышечную связь,,,,,,,,
exercises.items.50.instructions[0],Начните с медленного темпа,,,,,,,,
exercises.items.50.instructions[1],Сосредоточьтесь на точности движений,,,,,,,,
exercises.items.50.instructions[2],Постепенно увеличивайте скорость,,,,,,,,
exercises.items.50.instructions[3],Повторяйте до автоматизма,,,,,,,,
exercises.items.50.tips[0],Практикуйтесь регулярно,,,,,,,,
exercises.items.50.tips[1],Не торопитесь - точность важнее скорости,,,,,,,,
exercises.items.50.tips[2],Используйте зрительные ориентиры,,,,,,,,
exercises.items.50.tips[3],Тренируйтесь в разных условиях,,,,,,,,
exercises.items.51.title,Ходьба по бревну,,,,,,,,
exercises.items.51.description,Ходьба по узкому бревну или доске для развития равновесия. 5 проходов туда-обратно.,,,,,,,,
exercises.items.51.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.51.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.51.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.51.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.51.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.51.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.51.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.51.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.51.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.51.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.51.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.51.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.52.title,Стойка на руках у стены,,,,,,,,
exercises.items.52.description,Стойка на руках с опорой на стену для развития баланса верхней части тела. 3 подхода по 20 секунд.,,,,,,,,
exercises.items.52.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.52.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.52.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.52.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.52.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.52.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.52.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.52.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.52.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.52.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.52.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.52.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.53.title,Фартлек,,,,,,,,
exercises.items.53.description,"Бег с переменной интенсивностью: быстрый бег 2 минуты, медленный 1 минута. 30 минут общей работы.",,,,,,,,
exercises.items.53.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.53.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.53.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.53.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.53.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.53.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.53.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.53.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.53.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.53.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.53.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.53.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.54.title,Повторные спринты,,,,,,,,
exercises.items.54.description,Спринты на 100 метров с отдыхом 2-3 минуты. 6-8 повторений для развития скоростной выносливости.,,,,,,,,
exercises.items.54.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.54.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.54.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.54.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.54.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.54.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.54.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.54.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.54.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.54.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.54.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.54.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.55.title,Интервалы на велосипеде,,,,,,,,
exercises.items.55.description,"30 секунд максимальной нагрузки, 90 секунд восстановления. 20 циклов для развития скоростной выносливости.",,,,,,,,
exercises.items.55.benefits[0],Улучшает сердечно-сосудистую выносливость,,,,,,,,
exercises.items.55.benefits[1],Развивает аэробную выносливость,,,,,,,,
exercises.items.55.benefits[2],Сжигает калории эффективно,,,,,,,,
exercises.items.55.benefits[3],Укрепляет сердечную мышцу,,,,,,,,
exercises.items.55.instructions[0],Начните с легкой разминки 5-10 минут,,,,,,,,
exercises.items.55.instructions[1],Поддерживайте целевую частоту пульса,,,,,,,,
exercises.items.55.instructions[2],Следите за дыханием - дышите глубоко,,,,,,,,
exercises.items.55.instructions[3],Завершите заминкой и растяжкой,,,,,,,,
exercises.items.55.tips[0],Постепенно увеличивайте продолжительность,,,,,,,,
exercises.items.55.tips[1],Пейте воду во время тренировки,,,,,,,,
exercises.items.55.tips[2],Выполняйте 3-4 раза в неделю,,,,,,,,
exercises.items.55.tips[3],Слушайте свой организм,,,,,,,,
exercises.items.56.title,Бег по холмам,,,,,,,,
exercises.items.56.description,"Бег вверх по холму с максимальной скоростью, спуск трусцой. 8-10 подъемов.",,,,,,,,
exercises.items.56.benefits[0],Улучшает сердечно-сосудистую выносливость,,,,,,,,
exercises.items.56.benefits[1],Развивает аэробную выносливость,,,,,,,,
exercises.items.56.benefits[2],Сжигает калории эффективно,,,,,,,,
exercises.items.56.benefits[3],Укрепляет сердечную мышцу,,,,,,,,
exercises.items.56.instructions[0],Начните с легкой разминки 5-10 минут,,,,,,,,
exercises.items.56.instructions[1],Поддерживайте целевую частоту пульса,,,,,,,,
exercises.items.56.instructions[2],Следите за дыханием - дышите глубоко,,,,,,,,
exercises.items.56.instructions[3],Завершите заминкой и растяжкой,,,,,,,,
exercises.items.56.tips[0],Постепенно увеличивайте продолжительность,,,,,,,,
exercises.items.56.tips[1],Пейте воду во время тренировки,,,,,,,,
exercises.items.56.tips[2],Выполняйте 3-4 раза в неделю,,,,,,,,
exercises.items.56.tips[3],Слушайте свой организм,,,,,,,,
exercises.items.57.title,Плиометрические круги,,,,,,,,
exercises.items.57.description,Круг из 5-6 плиометрических упражнений без отдыха. 4-5 кругов с отдыхом 2 минуты между ними.,,,,,,,,
exercises.items.57.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.57.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.57.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.57.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.57.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.57.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.57.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.57.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.57.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.57.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.57.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.57.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.58.title,Легкая растяжка,,,,,,,,
exercises.items.58.description,Мягкая растяжка всех основных групп мышц после тренировки. 15-20 минут для ускорения восстановления.,,,,,,,,
exercises.items.58.benefits[0],Улучшает гибкость и подвижность,,,,,,,,
exercises.items.58.benefits[1],Снимает мышечное напряжение,,,,,,,,
exercises.items.58.benefits[2],Предотвращает травмы,,,,,,,,
exercises.items.58.benefits[3],Улучшает восстановление после тренировок,,,,,,,,
exercises.items.58.instructions[0],Разогрейтесь перед растяжкой,,,,,,,,
exercises.items.58.instructions[1],Растягивайтесь медленно и плавно,,,,,,,,
exercises.items.58.instructions[2],Удерживайте позицию 20-30 секунд,,,,,,,,
exercises.items.58.instructions[3],Не допускайте резкой боли,,,,,,,,
exercises.items.58.tips[0],Дышите глубоко во время растяжки,,,,,,,,
exercises.items.58.tips[1],Не делайте резких движений,,,,,,,,
exercises.items.58.tips[2],Выполняйте ежедневно для лучшего результата,,,,,,,,
exercises.items.58.tips[3],Растягивайтесь после тренировки,,,,,,,,
exercises.items.59.title,Фоам-роллинг,,,,,,,,
exercises.items.59.description,Массаж мышц с помощью ролика для снятия напряжения. 10-15 минут на основные группы мышц.,,,,,,,,
exercises.items.59.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.59.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.59.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.59.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.59.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.59.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.59.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.59.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.59.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.59.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.59.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.59.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.60.title,Легкий бег,,,,,,,,
exercises.items.60.description,Бег трусцой в низком темпе для активного восстановления. 15-20 минут.,,,,,,,,
exercises.items.60.benefits[0],Улучшает сердечно-сосудистую выносливость,,,,,,,,
exercises.items.60.benefits[1],Развивает аэробную выносливость,,,,,,,,
exercises.items.60.benefits[2],Сжигает калории эффективно,,,,,,,,
exercises.items.60.benefits[3],Укрепляет сердечную мышцу,,,,,,,,
exercises.items.60.instructions[0],Начните с легкой разминки 5-10 минут,,,,,,,,
exercises.items.60.instructions[1],Поддерживайте целевую частоту пульса,,,,,,,,
exercises.items.60.instructions[2],Следите за дыханием - дышите глубоко,,,,,,,,
exercises.items.60.instructions[3],Завершите заминкой и растяжкой,,,,,,,,
exercises.items.60.tips[0],Постепенно увеличивайте продолжительность,,,,,,,,
exercises.items.60.tips[1],Пейте воду во время тренировки,,,,,,,,
exercises.items.60.tips[2],Выполняйте 3-4 раза в неделю,,,,,,,,
exercises.items.60.tips[3],Слушайте свой организм,,,,,,,,
exercises.items.61.title,Плавание,,,,,,,,
exercises.items.61.description,Легкое плавание в бассейне для расслабления мышц и восстановления. 20-30 минут.,,,,,,,,
exercises.items.61.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.61.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.61.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.61.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.61.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.61.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.61.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.61.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.61.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.61.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.61.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.61.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.62.title,Велосипед восстановления,,,,,,,,
exercises.items.62.description,Легкая езда на велосипеде в низком темпе для активного восстановления. 20-25 минут.,,,,,,,,
exercises.items.62.benefits[0],Улучшает сердечно-сосудистую выносливость,,,,,,,,
exercises.items.62.benefits[1],Развивает аэробную выносливость,,,,,,,,
exercises.items.62.benefits[2],Сжигает калории эффективно,,,,,,,,
exercises.items.62.benefits[3],Укрепляет сердечную мышцу,,,,,,,,
exercises.items.62.instructions[0],Начните с легкой разминки 5-10 минут,,,,,,,,
exercises.items.62.instructions[1],Поддерживайте целевую частоту пульса,,,,,,,,
exercises.items.62.instructions[2],Следите за дыханием - дышите глубоко,,,,,,,,
exercises.items.62.instructions[3],Завершите заминкой и растяжкой,,,,,,,,
exercises.items.62.tips[0],Постепенно увеличивайте продолжительность,,,,,,,,
exercises.items.62.tips[1],Пейте воду во время тренировки,,,,,,,,
exercises.items.62.tips[2],Выполняйте 3-4 раза в неделю,,,,,,,,
exercises.items.62.tips[3],Слушайте свой организм,,,,,,,,
exercises.items.63.title,Йога восстановления,,,,,,,,
exercises.items.63.description,Мягкие асаны для расслабления мышц и ускорения восстановления. 20 минут.,,,,,,,,
exercises.items.63.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.63.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.63.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.63.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.63.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.63.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.63.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.63.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.63.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.63.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.63.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.63.tips[3],При усталости снижайте нагрузку,,,,,,,,
exercises.items.64.title,Растяжка с резинкой,,,,,,,,
exercises.items.64.description,Упражнения на растяжку с использованием резиновой ленты,,,,,,,,
exercises.items.64.benefits[0],Улучшает гибкость суставов,,,,,,,,
exercises.items.64.benefits[1],Укрепляет связки,,,,,,,,
exercises.items.64.benefits[2],Снимает мышечное напряжение,,,,,,,,
exercises.items.64.benefits[3],Повышает диапазон движений,,,,,,,,
exercises.items.64.instructions[0],Выберите подходящую резинку,,,,,,,,
exercises.items.64.instructions[1],Выполняйте медленные движения,,,,,,,,
exercises.items.64.instructions[2],Удерживайте растяжку 20-30 секунд,,,,,,,,
exercises.items.64.instructions[3],Повторите каждое упражнение 3-5 раз,,,,,,,,
exercises.items.64.tips[0],Начинайте с легкой резинки,,,,,,,,
exercises.items.64.tips[1],Не допускайте боли,,,,,,,,
exercises.items.64.tips[2],Дышите равномерно,,,,,,,,
exercises.items.64.tips[3],Постепенно увеличивайте сопротивление,,,,,,,,
exercises.items.64.equipment,Резиновая лента,,,,,,,,
exercises.items.64.calories,35-55 ккал,,,,,,,,
exercises.items.65.title,Контрастный душ,,,,,,,,
exercises.items.65.description,Чередование горячей и холодной воды для улучшения кровообращения и восстановления. 5-7 минут.,,,,,,,,
exercises.items.65.benefits[0],Увеличивает мышечную силу,,,,,,,,
exercises.items.65.benefits[1],Улучшает мышечную выносливость,,,,,,,,
exercises.items.65.benefits[2],Развивает функциональную силу,,,,,,,,
exercises.items.65.benefits[3],Укрепляет опорно-двигательный аппарат,,,,,,,,
exercises.items.65.instructions[0],Выполните разминку перед упражнением,,,,,,,,
exercises.items.65.instructions[1],Следите за правильной техникой выполнения,,,,,,,,
exercises.items.65.instructions[2],Контролируйте дыхание - выдох на усилии,,,,,,,,
exercises.items.65.instructions[3],Отдыхайте между подходами 60-90 секунд,,,,,,,,
exercises.items.65.tips[0],Начинайте с меньшего веса и увеличивайте постепенно,,,,,,,,
exercises.items.65.tips[1],Не задерживайте дыхание,,,,,,,,
exercises.items.65.tips[2],Выполняйте 2-3 раза в неделю,,,,,,,,
exercises.items.65.tips[3],При усталости снижайте нагрузку,,,,,,,,
items.autograph,автограф,,,,,,,,
items.stick,клюшку,,,,,,,,
items.puck,шайбу,,,,,,,,
items.jersey,джерси,,,,,,,,
requests.pending,Ожидает ответа,,,,,,,,
requests.accepted,Принят,,,,,,,,
requests.rejected,Отклонен,,,,,,,,
requests.giftRequests,Запросы подарков,,,,,,,,
auth.login,Выход на лед,,,,,,,,
auth.register,Регистрация,,,,,,,,
auth.phone,Телефон,,,,,,,,
auth.phonePlaceholder,+1234567890,,,,,,,,
auth.phoneHint,Введите номер телефона с кодом страны,,,,,,,,
auth.code,Код подтверждения,,,,,,,,
auth.codePlaceholder,Введите код,,,,,,,,
auth.sendCode,Отправить код,,,,,,,,
auth.resendCode,Повторить через,,,,,,,,
auth.verifyCode,Подтвердить код,,,,,,,,
auth.invalidPhone,Неверный формат номера телефона,,,,,,,,
auth.invalidCode,Неверный код подтверждения,,,,,,,,
auth.codeSent,Код отправлен на,,,,,,,,
auth.codeResent,Код повторно отправлен,,,,,,,,
auth.required,Требуется авторизация,,,,,,,,
auth.loginRequired,Для просмотра профиля игрока необходимо войти в систему,,,,,,,,
auth.welcomeBack,С возвращением!,,,,,,,,
auth.welcomeBackMessage,"Добро пожаловать обратно, {name}!",,,,,,,,
auth.codeSentSuccess,Код отправлен!,,,,,,,,
auth.codeSentMessage,Проверьте SMS на вашем телефоне и введите код подтверждения,,,,,,,,
auth.userNotFound,Пользователь не найден,,,,,,,,
auth.userNotFoundMessage,"Аккаунт с таким номером телефона не существует. Пожалуйста, зарегистрируйтесь.",,,,,,,,
auth.errorSendingCode,Ошибка,,,,,,,,
auth.errorSendingCodeMessage,Не удалось отправить код. Проверьте номер телефона и подключение к интернету.,,,,,,,,
auth.errorResendingCode,Ошибка,,,,,,,,
auth.errorResendingCodeMessage,Не удалось отправить код повторно,,,,,,,,
auth.errorVerifyingCode,Ошибка,,,,,,,,
auth.errorVerifyingCodeMessage,Произошла ошибка при проверке кода,,,,,,,,
auth.errorSendingCodeGeneral,Не удалось отправить код. Попробуйте еще раз.,,,,,,,,
auth.errorSendingCodeResend,Не удалось отправить код повторно,,,,,,,,
auth.errorInvalidCode,"Пожалуйста, введите 6-значный код",,,,,,,,
auth.errorRegistration,Не удалось завершить регистрацию,,,,,,,,
auth.errorLoginRequired,Необходимо войти в профиль,,,,,,,,
